,Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
4024,No,64,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.5,No
4025,No,30,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No
4026,Yes,23,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,88.45,No
4027,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,23.55,No
4028,No,56,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.65,Yes
4029,No,12,No,No,DSL,No,Yes,Month-to-month,No,50.25,Yes
4030,No,7,Yes,Yes,DSL,Yes,No,Month-to-month,No,61.4,No
4031,No,68,Yes,No,DSL,No,Yes,One year,No,55.9,No
4032,Yes,8,No,No,DSL,No,Yes,Month-to-month,Yes,68.55,No
4033,No,33,Yes,No,Fiber optic,Yes,Yes,One year,Yes,103.75,Yes
4034,No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,95.4,No
4035,Yes,18,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.65,No
4036,No,31,No,Yes,Fiber optic,No,No,Month-to-month,Yes,99.95,Yes
4037,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,84.8,Yes
4038,No,72,Yes,Yes,DSL,Yes,No,Two year,No,42.1,No
4039,No,12,Yes,No,DSL,Yes,No,One year,No,78.85,No
4040,No,63,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,108.75,No
4041,No,56,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.95,No
4042,No,33,Yes,Yes,DSL,Yes,No,Month-to-month,Yes,59.45,No
4043,No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.1,No
4044,No,5,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.5,Yes
4045,No,68,No,Yes,DSL,Yes,Yes,One year,Yes,60.65,No
4046,No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,79.65,No
4047,Yes,56,Yes,Yes,DSL,Yes,No,Two year,Yes,61.3,No
4048,No,50,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.85,No
4049,No,67,Yes,Yes,DSL,No,Yes,Two year,Yes,69.2,No
4050,No,25,No,No,Fiber optic,Yes,No,Month-to-month,Yes,74.6,No
4051,Yes,54,Yes,No,DSL,No,Yes,Two year,No,60.0,No
4052,No,30,Yes,Yes,DSL,No,Yes,One year,No,70.4,No
4053,Yes,1,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.2,No
4054,Yes,60,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,79.05,No
4055,No,14,No,Yes,Fiber optic,No,No,Month-to-month,Yes,78.95,Yes
4056,Yes,56,No,No,Fiber optic,Yes,No,One year,Yes,99.8,No
4057,No,27,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,89.2,No
4058,Yes,60,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,103.75,No
4059,Yes,36,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.2,No
4060,No,54,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No
4061,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.55,Yes
4062,No,1,No,No,DSL,No,No,Month-to-month,No,45.3,No
4063,No,66,Yes,Yes,DSL,Yes,Yes,Two year,No,91.7,No
4064,No,71,Yes,Yes,DSL,Yes,Yes,Two year,No,77.35,No
4065,No,66,No,Yes,Fiber optic,Yes,No,One year,No,104.6,No
4066,Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.45,No
4067,No,37,No,No,DSL,No,No,Two year,No,35.8,No
4068,No,51,No,No,Fiber optic,Yes,No,Month-to-month,Yes,97.8,Yes
4069,No,9,No,No,Fiber optic,No,No,Month-to-month,Yes,85.5,No
4070,Yes,29,No,Yes,DSL,Yes,No,Month-to-month,Yes,35.65,No
4071,No,59,No,Yes,DSL,No,No,Month-to-month,Yes,41.05,Yes
4072,No,6,Yes,Yes,DSL,No,No,Month-to-month,Yes,55.7,No
4073,No,49,No,No,Fiber optic,Yes,Yes,Two year,No,100.65,No
4074,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.8,No
4075,No,50,No,No,DSL,Yes,Yes,Two year,No,69.5,No
4076,Yes,56,Yes,Yes,DSL,No,Yes,One year,Yes,52.0,No
4077,No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,85.55,Yes
4078,No,50,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.9,No
4079,No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,96.5,Yes
4080,Yes,43,Yes,No,DSL,Yes,Yes,One year,Yes,60.4,No
4081,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,No
4082,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.75,No
4083,Yes,66,No,No,DSL,Yes,Yes,Two year,No,54.65,No
4084,No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,76.35,Yes
4085,No,24,Yes,No,DSL,No,No,One year,Yes,50.6,No
4086,Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
4087,No,17,No,No,Fiber optic,No,No,Month-to-month,Yes,70.8,No
4088,No,30,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.1,Yes
4089,No,72,Yes,Yes,DSL,Yes,No,Two year,Yes,49.2,No
4090,No,47,Yes,Yes,Fiber optic,No,Yes,Month-to-month,No,100.75,No
4091,Yes,19,No,No,DSL,No,No,Month-to-month,No,50.1,No
4092,No,2,Yes,No,Fiber optic,No,No,Month-to-month,No,90.75,No
4093,No,58,Yes,No,DSL,No,Yes,One year,Yes,61.05,No
4094,Yes,34,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.6,No
4095,No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.6,No
4096,Yes,68,Yes,Yes,DSL,Yes,Yes,One year,Yes,78.45,No
4097,Yes,1,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.35,No
4098,No,35,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,110.8,No
4099,No,20,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,18.9,No
4100,No,38,Yes,No,Fiber optic,No,No,Month-to-month,No,91.7,No
4101,Yes,46,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
4102,Yes,60,Yes,Yes,Fiber optic,No,No,One year,No,94.15,No
4103,No,57,No,No,Fiber optic,Yes,Yes,Two year,No,107.95,No
4104,Yes,72,No,Yes,Fiber optic,Yes,Yes,Two year,No,90.45,No
4105,No,57,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.5,Yes
4106,No,18,Yes,No,Fiber optic,No,No,Month-to-month,No,74.8,No
4107,Yes,18,No,No,Fiber optic,Yes,No,Month-to-month,No,95.15,Yes
4108,No,15,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,96.5,No
4109,Yes,3,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,80.0,No
4110,No,60,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.15,No
4111,No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.05,No
4112,Yes,6,No,Yes,DSL,Yes,No,Month-to-month,Yes,55.3,Yes
4113,Yes,57,No,No,Fiber optic,No,No,Month-to-month,Yes,74.3,No
4114,No,54,Yes,Yes,DSL,No,No,Two year,Yes,74.55,No
4115,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.2,Yes
4116,No,20,No,No,Fiber optic,Yes,No,Month-to-month,Yes,90.7,No
4117,Yes,9,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No
4118,No,23,No,No,Fiber optic,Yes,No,Month-to-month,Yes,81.0,Yes
4119,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,75.4,No
4120,No,37,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.5,No
4121,Yes,18,No,No,DSL,No,No,Month-to-month,Yes,35.0,Yes
4122,No,15,No,Yes,DSL,No,No,Two year,Yes,38.8,No
4123,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,115.55,No
4124,No,29,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.0,No
4125,No,30,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
4126,Yes,2,Yes,No,DSL,No,No,Month-to-month,No,56.7,Yes
4127,Yes,33,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.45,No
4128,No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,No
4129,No,66,No,No,Fiber optic,Yes,Yes,One year,Yes,102.85,No
4130,No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,64.95,No
4131,Yes,62,No,No,Fiber optic,Yes,Yes,Two year,Yes,104.05,No
4132,Yes,66,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.55,No
4133,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.05,No
4134,Yes,60,Yes,Yes,DSL,Yes,No,Two year,No,60.5,No
4135,No,29,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No
4136,No,59,No,No,DSL,No,No,Month-to-month,Yes,44.3,No
4137,No,36,Yes,No,DSL,Yes,No,One year,No,35.35,No
4138,No,2,No,Yes,Fiber optic,No,No,Month-to-month,Yes,82.0,Yes
4139,Yes,68,No,Yes,Fiber optic,Yes,No,Two year,Yes,84.4,No
4140,No,59,No,Yes,Fiber optic,No,No,Month-to-month,No,101.1,Yes
4141,Yes,17,Yes,No,DSL,No,Yes,One year,Yes,62.1,No
4142,No,43,No,Yes,Fiber optic,No,No,Month-to-month,Yes,101.4,Yes
4143,No,3,No,No,DSL,No,No,Month-to-month,No,25.3,Yes
4144,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.25,No
4145,No,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
4146,Yes,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.45,No
4147,No,55,Yes,Yes,DSL,Yes,No,Two year,No,58.6,No
4148,Yes,38,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.6,No
4149,Yes,39,No,No,DSL,Yes,Yes,One year,No,54.85,No
4150,No,62,No,No,Fiber optic,Yes,Yes,Two year,Yes,107.6,No
4151,Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.5,No
4152,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.15,No
4153,Yes,34,Yes,Yes,Fiber optic,No,No,One year,Yes,103.8,No
4154,Yes,22,Yes,No,DSL,Yes,Yes,One year,Yes,67.5,Yes
4155,No,9,No,No,DSL,No,No,Month-to-month,Yes,24.95,No
4156,Yes,13,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,72.8,No
4157,No,61,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.55,Yes
4158,Yes,58,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.55,No
4159,No,54,Yes,No,DSL,No,Yes,Two year,No,45.2,No
4160,No,56,No,No,DSL,No,No,Month-to-month,Yes,44.85,No
4161,No,65,No,Yes,DSL,Yes,No,Two year,Yes,53.5,No
4162,No,56,Yes,No,Fiber optic,No,No,One year,Yes,100.55,No
4163,No,1,No,No,Fiber optic,No,No,Month-to-month,No,90.6,Yes
4164,No,47,Yes,No,Fiber optic,No,No,Month-to-month,No,75.45,No
4165,No,22,No,No,DSL,Yes,Yes,Two year,No,56.75,No
4166,No,7,Yes,No,DSL,No,No,One year,Yes,59.1,No
4167,No,10,Yes,No,Fiber optic,No,No,Month-to-month,Yes,98.7,Yes
4168,No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.05,No
4170,No,65,Yes,Yes,Fiber optic,No,Yes,One year,Yes,100.15,No
4171,No,16,No,No,Fiber optic,No,No,Month-to-month,Yes,73.85,Yes
4172,Yes,35,Yes,Yes,DSL,No,No,One year,No,55.6,No
4173,No,22,Yes,No,DSL,No,Yes,Month-to-month,Yes,54.2,Yes
4174,No,20,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.0,No
4175,No,39,Yes,Yes,DSL,No,Yes,One year,No,41.15,No
4176,No,3,No,No,DSL,No,No,Month-to-month,No,55.15,Yes
4177,No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.0,No
4178,No,69,No,Yes,Fiber optic,No,Yes,One year,Yes,105.2,No
4179,Yes,24,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.7,No
4180,Yes,3,Yes,Yes,Fiber optic,No,No,Month-to-month,No,89.85,No
4181,No,2,No,Yes,Fiber optic,Yes,No,Month-to-month,No,79.7,Yes
4182,Yes,66,Yes,Yes,DSL,No,Yes,Two year,No,65.7,No
4183,No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,No
4184,No,20,Yes,No,Fiber optic,No,No,Month-to-month,Yes,79.15,Yes
4185,No,3,Yes,Yes,DSL,No,No,Month-to-month,No,55.35,Yes
4186,No,6,No,No,Fiber optic,No,No,Month-to-month,No,89.3,Yes
4187,No,68,Yes,Yes,DSL,Yes,Yes,Two year,Yes,88.15,No
4188,No,28,No,No,Fiber optic,Yes,Yes,Month-to-month,No,91.0,No
4189,No,67,Yes,Yes,DSL,No,Yes,One year,No,60.5,No
4190,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.2,No
4191,Yes,72,Yes,No,DSL,Yes,Yes,Two year,Yes,80.8,No
4192,Yes,0,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.25,No
4193,No,27,No,No,Fiber optic,No,No,Month-to-month,Yes,85.25,Yes
4194,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.9,No
4195,No,22,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,24.85,No
4196,No,8,Yes,No,DSL,No,No,Month-to-month,No,29.35,No
4197,No,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.6,No
4198,No,12,No,Yes,DSL,No,No,Month-to-month,Yes,49.4,No
4199,Yes,42,No,No,DSL,Yes,Yes,One year,No,73.15,No
4200,No,10,Yes,Yes,DSL,Yes,No,Month-to-month,No,40.7,No
4201,No,34,No,Yes,Fiber optic,No,No,Month-to-month,No,88.85,No
4202,No,11,No,No,Fiber optic,No,No,Month-to-month,Yes,78.5,No
4203,Yes,57,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.5,No
4204,Yes,37,Yes,No,DSL,Yes,Yes,Two year,Yes,62.8,No
4205,Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.05,No
4206,Yes,29,No,Yes,DSL,Yes,No,Month-to-month,No,80.1,No
4207,Yes,22,No,No,Fiber optic,No,No,Month-to-month,No,85.35,No
4208,No,65,No,Yes,Fiber optic,Yes,No,Two year,No,105.1,No
4209,No,9,No,No,DSL,No,No,Month-to-month,Yes,24.6,No
4210,No,67,No,No,Fiber optic,No,No,Month-to-month,Yes,94.65,No
4211,No,64,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,115.0,No
4212,Yes,70,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.15,No
4213,No,42,Yes,Yes,DSL,Yes,Yes,One year,Yes,54.75,No
4214,No,26,No,Yes,DSL,Yes,No,One year,Yes,56.05,No
4215,No,70,Yes,Yes,DSL,Yes,Yes,Two year,No,90.05,No
4216,No,31,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.4,No
4217,No,54,Yes,Yes,Fiber optic,No,No,One year,Yes,100.05,No
4218,Yes,4,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
4219,Yes,62,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,105.5,No
4220,Yes,71,Yes,Yes,DSL,No,Yes,Two year,No,59.7,No
4221,No,53,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.8,Yes
4222,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,117.6,No
4223,No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.1,No
4224,No,50,Yes,Yes,Fiber optic,No,Yes,One year,No,108.55,Yes
4225,No,1,No,No,DSL,No,No,Month-to-month,No,45.15,No
4226,No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,74.5,Yes
4227,No,54,Yes,Yes,Fiber optic,Yes,No,Month-to-month,No,109.55,No
4228,No,9,No,No,DSL,No,No,Month-to-month,Yes,45.4,Yes
4229,Yes,5,No,No,DSL,No,No,Month-to-month,No,46.0,Yes
4230,Yes,12,No,No,DSL,No,Yes,One year,No,30.25,No
4231,No,72,No,Yes,Fiber optic,Yes,No,One year,Yes,104.95,No
4232,No,61,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,94.2,No
4233,No,18,No,No,Fiber optic,No,Yes,Month-to-month,Yes,90.1,Yes
4234,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.15,No
4235,No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,No
4236,No,64,Yes,No,DSL,Yes,Yes,Two year,Yes,85.0,No
4237,No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,79.3,Yes
4238,No,12,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
4239,No,28,No,No,DSL,Yes,No,Month-to-month,Yes,59.55,No
4240,No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,73.15,No
4241,No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,113.65,No
4242,No,71,Yes,Yes,Fiber optic,Yes,No,Two year,Yes,99.0,No
4243,Yes,53,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.55,No
4244,No,18,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,103.6,No
4245,No,63,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,109.4,No
4246,Yes,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,No
4247,No,31,No,No,Fiber optic,No,No,Month-to-month,Yes,84.85,No
4248,Yes,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,55.1,Yes
4249,Yes,66,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.35,No
4250,No,43,No,No,Fiber optic,Yes,Yes,One year,Yes,107.55,Yes
4251,No,14,Yes,Yes,Fiber optic,No,Yes,One year,No,105.95,Yes
4252,No,65,No,No,Fiber optic,No,No,One year,Yes,70.95,No
4253,Yes,3,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,26.4,No
4254,No,13,No,No,Fiber optic,No,No,Month-to-month,Yes,75.0,Yes
4255,No,32,Yes,No,Fiber optic,Yes,Yes,One year,Yes,109.55,No
4256,No,1,No,No,DSL,No,No,Month-to-month,Yes,44.55,No
4257,No,62,No,Yes,Fiber optic,Yes,Yes,One year,Yes,110.75,No
4258,No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.35,Yes
4259,Yes,21,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.05,Yes
4260,No,17,Yes,No,Fiber optic,No,No,Month-to-month,No,93.85,Yes
4261,No,25,No,No,Fiber optic,No,No,Month-to-month,No,70.95,Yes
4262,Yes,3,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,Yes
4263,No,1,No,No,Fiber optic,No,No,Month-to-month,No,78.45,Yes
4264,Yes,69,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No
4265,No,64,Yes,No,Fiber optic,Yes,No,Two year,Yes,94.6,No
4266,No,18,No,No,Fiber optic,Yes,No,Month-to-month,Yes,95.95,No
4267,Yes,69,Yes,No,Fiber optic,Yes,No,One year,No,84.45,No
4268,No,4,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,60.4,Yes
4269,Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.45,Yes
4270,No,72,No,Yes,DSL,Yes,Yes,Two year,Yes,85.15,No
4271,No,43,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.3,No
4272,No,64,No,No,Fiber optic,Yes,Yes,One year,No,102.1,No
4273,No,43,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
4274,No,4,No,No,Fiber optic,Yes,No,Month-to-month,No,86.05,No
4275,No,47,No,Yes,DSL,No,No,Month-to-month,Yes,58.6,No
4276,No,1,No,No,DSL,No,No,Month-to-month,Yes,53.55,Yes
4277,No,51,Yes,Yes,Fiber optic,Yes,No,One year,No,107.45,No
4278,No,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,92.0,No
4279,No,71,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,93.25,No
4280,Yes,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.3,No
4281,No,10,Yes,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.4,Yes
4282,No,7,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.25,Yes
4283,No,72,Yes,No,DSL,Yes,Yes,Two year,No,86.65,No
4284,No,32,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.55,No
4285,No,60,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.9,No
4286,No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.9,Yes
4287,No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,85.65,No
4290,No,2,Yes,No,Fiber optic,Yes,No,Month-to-month,Yes,80.45,No
4291,No,2,No,No,Fiber optic,Yes,No,Month-to-month,No,80.6,Yes
4292,No,18,Yes,No,Fiber optic,No,No,Month-to-month,Yes,99.4,Yes
4293,No,34,No,No,Fiber optic,No,No,Month-to-month,Yes,75.55,No
4294,No,31,Yes,No,DSL,No,Yes,One year,Yes,64.0,No
4295,No,5,No,Yes,DSL,No,No,Month-to-month,Yes,50.95,No
4296,No,37,Yes,No,Fiber optic,No,No,Month-to-month,Yes,91.15,No
4297,No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,66.4,No
4298,Yes,33,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.1,No
4299,Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,79.5,No
4300,No,60,Yes,No,DSL,Yes,No,One year,Yes,44.45,No
4301,No,10,No,No,DSL,No,No,Month-to-month,Yes,56.75,No
4302,No,46,No,Yes,DSL,No,No,Month-to-month,Yes,69.1,No
4303,Yes,21,Yes,No,Fiber optic,No,No,Month-to-month,No,80.35,No
4304,No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.95,Yes
4305,No,54,No,Yes,DSL,Yes,No,One year,Yes,55.45,No
4306,No,33,No,Yes,DSL,Yes,No,Month-to-month,Yes,66.4,No
4307,No,4,Yes,Yes,Fiber optic,No,Yes,Month-to-month,Yes,94.9,No
4308,No,59,Yes,No,DSL,Yes,Yes,Two year,Yes,64.05,No
4309,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,117.5,No
4310,Yes,56,Yes,Yes,DSL,Yes,Yes,Two year,No,81.25,No
4311,No,60,No,Yes,DSL,Yes,Yes,Two year,No,60.8,No
4312,No,67,Yes,Yes,Fiber optic,No,No,Month-to-month,No,83.85,No
4313,No,62,Yes,Yes,Fiber optic,No,No,One year,Yes,92.3,No
4314,No,54,No,Yes,Fiber optic,No,No,Month-to-month,Yes,90.05,No
